application_id,submission_date,itr_assessment_year,state,lender_type,loan_type,employment_type,application_channel,document_bundle_size,cibil_score,loan_amount_inr,land_record_document_type,land_record_state,land_record_survey_no,land_record_owner_name,sale_deed_consideration_value,ec_registered_value,ec_liens_count,mutation_date_manipulated,borrower_name,declared_income_annual_inr,borrower_pan,borrower_aadhaar_no,identity_document_type,itr_declared_income,itr_acknowledgement_no,itr_filing_date,form_16_gross_salary,form_16_employer_tan,salary_slip_gross_monthly_inr,salary_slip_employer_name,salary_slip_employer_tan,bank_statement_annual_credits_inr,bank_statement_unusual_credits_count,bank_statement_round_number_flag,gst_annual_turnover,gst_registration_number,gst_cross_month_inconsistency,balance_sheet_total_assets,balance_sheet_total_liabilities,pnl_net_profit_inr,balance_sheet_auditor_urn,nach_mandate_beneficiary_name,nach_mandate_amount_inr,nach_mandate_alteration_detected,guarantor_name,guarantor_overcommitment_detected,pdf_structural_anomaly_score,pixel_manipulation_detected,cloned_region_detected,frequency_domain_anomaly_score,font_inconsistency_score,physical_scan_coherence_score,metadata_timestamp_contradiction,unicode_substitution_detected,ai_generated_document_probability,compression_anomaly_detected,documents_flagged_count,pdf_metadata_modification_delay_days,income_cross_doc_variance_pct,itr_vs_bank_stmt_discrepancy_pct,form16_vs_salary_slip_discrepancy_pct,property_valuation_discrepancy_pct,encumbrance_suppression_flag,double_pledge_risk_score,employment_tan_mismatch,field_investigation_status,field_investigation_gps_mismatch,overall_fraud_risk_score,fraud_risk_category,manual_review_triggered,adverse_action_triggered,final_decision,processing_time_ms,ground_truth_fraud_label,fraud_sub_type,document_primary_language,adverse_action_reason,rbi_fpc_compliant,audit_log_hash
SRS-2026-000232,13-05-2025,FY2023-24,Uttarakhand,Private_Bank,MSME,Self_Employed_Professional,DSA,12,704,14642882,,,,,,,,,Meena Sharma,3893977,OMPPS8469Z,XXXX-XXXX-8318,Passport,4017706,126610799060570,02-04-2025,,,,,,3868176,2,False,7350119,05OMPPS8469Z5ZK,False,12212000,12212000,3952000,261143566409714398,SBI Finance,125000,False,,,0.3607,False,False,0.4549,0.2465,0.7984,False,False,0.3227,False,0,2,3.4302,2.5598,,,False,0.3244,False,Not_Applicable,,2,Clean,False,False,Approved,582,0,Clean,Hindi,,False,159c24fb293b
SRS-2023-000279,15-02-2022,FY2021-22,Chhattisgarh,NBFC,Retail_Salaried,Salaried_Private_Sector,DSA,6,673,6048789,,,,,,,,,Vikram Bose,3133231,BSCPB7369D,XXXX-XXXX-1512,Aadhaar,3115276,133889628244710,16-09-2021,3179222,MRSY36915Z,276004,Infosys Limited,MRSY36915Z,3398797,1,False,,,,,,,,ICICI Finance,82945,False,Sunita Bose,False,0.4622,False,False,0.1075,0.5031,0.817,False,False,0.1435,False,0,2,5.9512,5.7964,11.0569,,False,0.2641,False,Not_Applicable,,9,Clean,False,False,Approved,825,0,Clean,Hindi,,False,093887b1b7a7
SRS-2023-000280,30-03-2023,FY2021-22,Uttarakhand,Private_Bank,Retail_Salaried,Salaried_Private_Sector,Branch,11,733,3098505,,,,,,,,,Vihaan Sharma,1577856,XBKPS4386W,XXXX-XXXX-7765,PAN_Card,1588613,815605671698095,20-01-2023,1590272,CENI42528O,129400,Mahindra & Mahindra,CENI42528O,1589623,2,False,,,,,,,,ICICI Finance,54965,False,,,0.3492,False,False,0.1997,0.2195,0.7242,False,False,0.2111,False,0,1,8.1482,3.8053,10.3823,,False,0.3495,False,Not_Applicable,,2,Clean,False,False,Approved,1400,0,Clean,Hindi,,False,d99c20db66b2
SRS-2022-000242,29-12-2025,FY2024-25,Telangana,MFI,Housing_Finance,Salaried_Govt,Branch,5,562,49614922,Pattadar Passbook,Telangana,502/8A,Kavitha Reddy,37000000,37619561,0,False,Kavitha Reddy,8800000,BPVPR3207O,XXXX-XXXX-6717,Passport,8375316,273895642226899,21-06-2025,8685718,KJPY95316N,781637,Aditya Birla Group,KJPY95316N,8693924,0,False,,,,,,,,ICICI Finance,125000,False,,,0.378,False,False,0.1931,0.4275,0.9088,False,False,0.0952,False,0,1,2.62,9.3304,12.5914,4.1195,False,0.2897,False,Passed,False,0,Clean,False,False,Approved,1423,0,Clean,Telugu,,False,cb520751f973
SRS-2024-000258,06-07-2025,FY2024-25,Jammu & Kashmir,NBFC,MSME,Self_Employed_Professional,Branch,12,707,8843193,,,,,,,,,Shalini Nair,1994799,HVWPN9341S,XXXX-XXXX-0324,PAN_Card,1930295,242474559460583,10-05-2025,,,,,,1808034,1,False,4874464,01HVWPN9341S0ZD,False,6994000,6994000,1662000,261673915711204369,,,,,,0.5892,False,False,0.4542,0.4287,0.8022,False,False,0.3232,False,0,1,14.5845,5.1502,,,False,0.0607,False,Not_Applicable,,9,Clean,False,False,Approved,416,0,Clean,Hindi,,False,2c2ce094998c
SRS-2025-000260,15-04-2022,FY2021-22,Assam,HFC,Housing_Finance,Salaried_Private_Sector,Digital_Portal,10,670,50459317,,,,,,,,,Sanjay Bose,8800000,BVBPB8490Z,XXXX-XXXX-7412,Voter_ID,8800000,464351748311101,02-10-2021,8664763,KUZP63649H,751005,Larsen & Toubro,KUZP63649H,8063627,0,False,,,,,,,,SBI Finance,125000,False,,,0.8627,False,False,0.9091,0.6582,0.0876,False,False,0.7656,False,3,60,12.608,4.452,11.2215,,False,0.2175,False,Passed,False,32,Clean,False,False,Approved,537,1,AI_Generated_Document,English,,False,ff1c4fb1d2b5
SRS-2026-000233,07-02-2023,FY2022-23,Andhra Pradesh,PSB,MSME,Partnership_Firm,DSA,11,595,15316827,Pattadar Passbook,Andhra Pradesh,284/11A,Rahul Reddy,18396475,19008013,0,False,Rahul Reddy,4738390,BQKPR7899M,XXXX-XXXX-4639,Aadhaar,4825840,523114264304331,03-01-2023,,,,,,4298754,2,False,8563852,37BQKPR7899M9ZI,False,9692000,9692000,4339000,262309720172189169,,,,Swati Reddy,False,0.5151,False,False,0.154,0.5527,0.8748,False,False,0.0748,False,0,1,6.7897,12.271,,3.5022,False,0.1284,False,Passed,False,18,Clean,False,False,Approved,1167,0,Clean,Telugu,,False,b58a96ca7716
SRS-2026-000234,09-07-2024,FY2023-24,Andhra Pradesh,NBFC,Retail_Salaried,Salaried_Private_Sector,DSA,8,626,3117637,,,,,,,,,Kavitha Reddy,1147941,JHOPR3272U,XXXX-XXXX-3495,Passport,1142697,429508837267865,18-04-2024,1168008,RNED00919H,96027,Godrej Industries,RNED00919H,1117263,0,False,,,,,,,,HDFC Finance,56032,False,Deepak Yadav,False,0.4677,False,False,0.2592,0.063,0.8442,False,False,0.1635,False,0,0,10.2783,8.285,5.5146,,False,0.1197,False,Not_Applicable,,0,Clean,False,False,Approved,576,0,Clean,Telugu,,False,635ce9fb6607
SRS-2025-000261,17-01-2023,FY2022-23,Rajasthan,PSB,Agricultural,Agricultural_Cultivator,Mobile_App,8,656,1974489,Jamabandi,Rajasthan,213/5B,Ramesh Singh,2299788,2302957,1,False,Ramesh Singh,783279,WRWPS1111E,XXXX-XXXX-0097,Aadhaar,,,,,,,,,822895,1,False,,,,,,,,,,,Ananya Patil,False,0.3667,False,False,0.3275,0.2002,0.9321,False,False,0.3638,False,0,1,6.0851,7.4505,,8.2707,False,0.2793,False,Passed,False,1,Clean,False,False,Approved,1431,0,Clean,Hindi,,False,0cce67446dd1
SRS-2024-000259,11-02-2023,FY2022-23,Haryana,NBFC,Housing_Finance,Salaried_Govt,Business_Correspondent,11,608,24111170,Fard,Haryana,870/7B,Anil Patel,28698838,28910243,0,False,Anil Patel,6647075,MIHPP1056P,XXXX-XXXX-1673,Voter_ID,6580468,571258105002477,23-01-2023,6529610,SLXG88531J,558135,Tata Consultancy Services,SLXG88531J,6761121,2,False,,,,,,,,ICICI Finance,125000,False,Vihaan Bose,False,0.4452,False,False,0.3676,0.2792,0.8016,False,False,0.0712,False,0,2,5.6607,19.5862,9.0726,5.8199,False,0.3147,False,Passed,False,2,Clean,False,False,Approved,524,0,Clean,Hindi,,False,0607ff0e33ce
SRS-2023-000281,02-12-2025,FY2024-25,Assam,PSB,Retail_Salaried,Salaried_MNC,Branch,12,776,2420909,,,,,,,,,Anil Joshi,959353,FGNPJ9224C,XXXX-XXXX-8345,Aadhaar,955605,489388729884372,08-07-2025,961739,LOFY12233I,85171,Mahindra & Mahindra,LOFY12233I,923818,0,False,,,,,,,,SBI Finance,43715,False,,,0.2431,False,False,0.3879,0.3096,0.7283,False,False,0.3242,False,0,1,2.5266,15.9536,1.5185,,False,0.2692,False,Not_Applicable,,0,Clean,False,False,Approved,575,0,Clean,English,,False,8c6e0d828ce3
SRS-2025-000262,20-04-2024,FY2023-24,Madhya Pradesh,Private_Bank,Housing_Finance,Salaried_PSU,Branch,11,667,18033219,Khasra,Madhya Pradesh,879/7A,Neha Choudhury,21419779,21267749,1,False,Neha Choudhury,5639367,ETHPC4656M,XXXX-XXXX-2678,Passport,5833160,613876918849692,18-10-2023,5547327,LHAX31710N,438534,Cognizant Technologies,LHAX31710N,5851504,2,False,,,,,,,,SBI Finance,125000,False,Aditya Deshmukh,False,0.0662,False,False,0.1934,0.2584,0.8761,False,False,0.3724,False,0,1,4.9396,1.9432,0.1894,5.2939,False,0.0605,False,Passed,False,2,Clean,False,False,Approved,1485,0,Clean,Hindi,,False,6c60fc85e6fe
SRS-2025-000263,14-12-2022,FY2021-22,Andhra Pradesh,PSB,Retail_Salaried,Salaried_Private_Sector,Business_Correspondent,7,562,6165871,,,,,,,,,Vijay Prasad,3052999,PBQPP0423U,XXXX-XXXX-9512,Aadhaar,3188643,037586816196305,12-09-2022,3061058,BUMD67088L,261597,Aditya Birla Group,BUMD67088L,3395838,0,False,,,,,,,,SBI Finance,113383,False,Ramesh Yadav,False,0.5841,False,False,0.4743,0.5884,0.9411,False,False,0.4233,False,0,2,4.6856,2.2417,3.9911,,False,0.3919,False,Not_Applicable,,16,Clean,False,False,Approved,1301,0,Clean,Telugu,,False,2cd02b6a2405
SRS-2025-000264,17-08-2022,FY2021-22,Uttarakhand,NBFC,MSME,Proprietor,Digital_Portal,11,648,12076584,,,,,,,,,Sunil Gupta,2384842,FLFPG7851U,XXXX-XXXX-6966,PAN_Card,2326497,603627141298174,12-07-2022,,,,,,2643728,1,False,5280148,05FLFPG7851U4ZY,False,4808000,4808000,2610000,265592283372997631,,,,,,0.3167,False,False,0.2784,0.1658,0.9093,False,False,0.2303,False,0,0,8.1618,10.7019,,,False,0.1989,False,Not_Applicable,,1,Clean,False,False,Approved,573,0,Clean,Hindi,,False,d71114f3050a
SRS-2023-000282,19-09-2022,FY2021-22,Bihar,PSB,Housing_Finance,Salaried_Private_Sector,DSA,9,823,16392748,Record of Rights,Bihar,808/6D,Mohammad Mishra,26389895,26958141,0,False,Mohammad Mishra,4362542,DHCPM2467N,XXXX-XXXX-4842,Aadhaar,4321252,933156188917493,19-05-2022,4292864,CVUN45026U,332304,Bharti Airtel,CVUN45026U,4366391,1,False,,,,,,,,ICICI Finance,125000,False,,,0.3449,False,False,0.6106,0.3387,0.9615,False,False,0.1677,False,0,1,11.7284,4.2434,4.8765,3.1473,False,0.1243,False,Passed,False,9,Clean,False,False,Approved,1196,0,Clean,Hindi,,False,0ea966b5aa08
SRS-2026-000235,12-02-2023,FY2022-23,Goa,PSB,MSME,Partnership_Firm,Mobile_App,5,560,5725145,,,,,,,,,Vikram Pillai,1850138,WJGPP0331Y,XXXX-XXXX-2887,PAN_Card,1857611,140803427092663,20-11-2022,,,,,,1701693,1,False,3683326,30WJGPP0331Y8ZI,False,6178000,6178000,2106000,263583347886916490,,,,,,0.5791,False,False,0.2883,0.2215,0.8621,False,False,0.1476,False,0,0,15.4576,5.5183,,,False,0.1771,False,Not_Applicable,,9,Clean,False,False,Approved,891,0,Clean,English,,False,4c0ca6eeaf7a
SRS-2026-000236,03-08-2023,FY2022-23,Goa,PSB,MSME,Partnership_Firm,Branch,9,790,12861897,,,,,,,,,Karan Gupta,2480802,LIBPG9340M,XXXX-XXXX-2467,Aadhaar,2506476,725865880000444,30-01-2023,,,,,,2345861,2,False,6755360,30LIBPG9340M8ZZ,False,5992000,5992000,2693000,265473434007416913,,,,,,0.5321,False,False,0.4334,0.2796,0.955,False,False,0.2126,False,0,1,9.1307,10.8354,,,False,0.4801,False,Not_Applicable,,10,Clean,False,False,Approved,732,0,Clean,English,,False,1edaf95f51be
SRS-2022-000243,06-06-2023,FY2021-22,Chhattisgarh,Private_Bank,MSME,Partnership_Firm,Branch,8,838,13509597,,,,,,,,,Swati Menon,5211727,DCEPM5910U,XXXX-XXXX-6412,Aadhaar,5345597,561108993681774,22-05-2023,,,,,,4768851,0,True,9851230,22DCEPM5910U9ZX,False,10737000,10737000,4870000,264747789337023566,PolyOculus Finance,125000,False,Sanjay Dutta,False,0.4091,False,False,0.2771,0.4953,0.601,False,False,0.2346,False,0,0,7.5959,9.5017,,,False,0.388,False,Not_Applicable,,11,Clean,False,False,Approved,4113,0,Clean,Hindi,,False,deba0ef22296
SRS-2026-000237,08-05-2026,FY2024-25,Punjab,NBFC,Agricultural,Agricultural_Cultivator,Mobile_App,7,808,1980058,Fard,Punjab,214/7C,Krishna Choudhury,2790874,2869106,1,False,Krishna Choudhury,693390,QQLPC7586H,XXXX-XXXX-7829,Aadhaar,,,,,,,,,687168,0,False,,,,,,,,,,,Kaushik Kumar,False,0.7043,False,False,0.3443,0.4266,0.773,False,False,0.3755,False,0,0,8.7939,14.2838,,8.7847,False,0.381,False,Passed,False,8,Clean,False,False,Approved,1331,0,Clean,Hindi,,False,509d6be18c6d
SRS-2026-000238,13-04-2026,FY2024-25,Kerala,MFI,Housing_Finance,Salaried_Private_Sector,DSA,13,799,55540687,Thandaper,Kerala,936/2B,Rahul Kumar,37000000,38565906,0,False,Rahul Kumar,8800000,THQPK6087Z,XXXX-XXXX-7822,Voter_ID,8380300,501361346413302,03-02-2026,8659030,LNVJ94836B,689697,Reliance Industries,LNVJ94836B,7832564,2,False,,,,,,,,ICICI Finance,125000,False,Divya Reddy,False,0.5281,False,False,0.1379,0.2574,0.8016,False,False,0.302,False,0,1,2.9812,4.5521,10.5974,3.4315,False,0.0561,False,Passed,False,10,Clean,False,False,Approved,1146,0,Clean,Malayalam,,False,f221022e7760
SRS-2026-000239,01-03-2023,FY2021-22,Odisha,NBFC,Agricultural,Agricultural_Cultivator,Digital_Portal,7,700,1564321,Record of Rights,Odisha,816/5D,Priya Patel,2463960,2444148,0,False,Priya Patel,710131,TVKPP3064V,XXXX-XXXX-5295,Passport,,,,,,,,,717008,0,False,,,,,,,,,,,Divya Kumar,False,0.428,False,False,0.3906,0.1801,0.8439,False,False,0.089,False,0,1,3.2942,5.5163,,2.0424,False,0.0478,False,Passed,False,0,Clean,False,False,Approved,1139,0,Clean,English,,False,be852389844e
SRS-2026-000240,21-09-2024,FY2022-23,Haryana,HFC,MSME,Proprietor,Branch,9,614,33536933,,,,,,,,,Divya Gupta,8204023,DYNPG7293U,XXXX-XXXX-8762,PAN_Card,8614217,051758212808983,,,,,,,8279218,2,False,15079946,06DYNPG7293U9ZK,False,27460000,28247000,6548000,263019138785738721,,,,Rahul Prasad,False,0.5099,True,True,0.5382,0.4346,0.2645,True,False,0.4234,False,4,81,128.1235,59.5597,,,False,0.2537,False,Passed,False,72,Medium_Risk,True,False,Manual_Review,3998,1,Balance_Sheet_Fabrication,Hindi,,False,772b676becfb
SRS-2026-000241,21-07-2025,FY2023-24,Odisha,NBFC,Retail_Salaried,Salaried_Private_Sector,Branch,9,784,4737980,,,,,,,,,Krishna Verma,2462494,ZEEPV7012E,XXXX-XXXX-2628,PAN_Card,2480424,903200362017876,11-02-2025,2470653,WVBS39967O,207053,Infosys Limited,WVBS39967O,2422973,1,False,,,,,,,,HDFC Finance,81144,False,,,0.4169,False,False,0.2123,0.1878,0.6721,False,False,0.074,False,0,1,10.1459,4.5638,5.7471,,False,0.0597,False,Not_Applicable,,1,Clean,False,False,Approved,1370,0,Clean,English,,False,fdaa2ba93f78
SRS-2025-000265,23-06-2024,FY2023-24,Punjab,Private_Bank,MSME,Self_Employed_Professional,Digital_Portal,7,620,17602674,Fard,Punjab,130/4A,Krishna Yadav,21699195,22161569,1,False,Krishna Yadav,3065430,ZGPPY1881U,XXXX-XXXX-8083,Aadhaar,3209076,656932277231678,06-12-2023,,,,,,2839791,2,False,6573591,03ZGPPY1881U4ZZ,False,10108000,10108000,2429000,267196754183889337,,,,Rahul Prasad,False,0.3228,False,False,0.3816,0.4146,0.5874,False,False,0.4831,False,0,2,11.3941,1.9032,,0.7422,False,0.08,False,Passed,False,2,Clean,False,False,Approved,1335,0,Clean,Hindi,,False,5c354a2b1e15
SRS-2025-000266,20-07-2022,FY2021-22,Rajasthan,Private_Bank,Housing_Finance,Proprietor,DSA,7,836,9156190,,,,,,,,,Diya Sharma,2488057,PTZPS0519G,XXXX-XXXX-2458,Aadhaar,2423933,315472481619105,06-01-2022,,,,,,2515956,1,False,4175851,08PTZPS0519G5Z4,False,4987000,4987000,2851000,269378662100755588,SBI Finance,125000,False,,,0.5499,False,False,0.5981,0.5274,0.8728,False,False,0.2182,False,0,1,14.3459,10.685,,,False,0.2503,False,Passed,False,25,Clean,False,False,Approved,549,0,Clean,Hindi,,False,48a63eb9d92b
SRS-2023-000283,05-06-2024,FY2023-24,Andhra Pradesh,MFI,Agricultural,Agricultural_Cultivator,Branch,14,596,1634317,Pattadar Passbook,Andhra Pradesh,958/3,Vijay Reddy,2423951,2495879,0,False,Vijay Reddy,606540,PRHPR2149I,XXXX-XXXX-7140,Voter_ID,,,,,,,,,557247,0,False,,,,,,,,,,,Sai Prasad,False,0.1001,False,False,0.3114,0.2367,0.741,False,False,0.2003,False,0,0,7.4735,19.1383,,8.8437,False,0.1332,False,Passed,False,0,Clean,False,False,Approved,574,0,Clean,Telugu,,False,278fe948b057
SRS-2023-000284,22-03-2025,FY2024-25,Rajasthan,PSB,Retail_Salaried,Salaried_Private_Sector,Business_Correspondent,10,610,2566791,,,,,,,,,Anil Gupta,1246210,WIUPG5945R,XXXX-XXXX-7100,Passport,1306743,956022902649419,16-10-2024,1233533,UKOO66520R,94903,Infosys Limited,UKOO66520R,1248739,1,False,,,,,,,,HDFC Finance,40587,False,Fatima Patil,False,0.24,False,False,0.3886,0.3959,0.6404,False,False,0.2162,False,0,1,9.2347,11.0755,2.545,,False,0.3093,False,Not_Applicable,,1,Clean,False,False,Approved,736,0,Clean,Hindi,,False,5d66e7da86f0
SRS-2024-000260,03-06-2022,FY2021-22,Assam,Private_Bank,MSME,Private_Ltd_Director,Digital_Portal,8,651,12845678,,,,,,,,,Krishna Gupta,2452987,HWMPG2548Y,XXXX-XXXX-0042,PAN_Card,2487640,931703959511233,30-12-2021,,,,,,2441341,12,True,5034868,18HWMPG2548Y2ZZ,False,8469000,8469000,1968000,266867488151862046,HDFC Finance,125000,False,Sunita Kumar,False,0.6138,True,False,0.7305,0.3858,0.2867,True,False,0.3082,False,2,33,149.2688,196.1071,,,False,0.1949,False,Not_Applicable,,66,Medium_Risk,True,False,Manual_Review,11141,1,Bank_Statement_Manipulation,English,,False,dbb01b1acb28
SRS-2024-000261,27-08-2025,FY2023-24,Maharashtra,Private_Bank,Housing_Finance,Salaried_Govt,Mobile_App,7,550,62938609,7/12 Extract,Maharashtra,36/5B,Vikram Patil,37000000,37767488,0,False,Vikram Patil,8800000,MJJPP0134T,XXXX-XXXX-6036,PAN_Card,8800000,772743575098413,10-06-2025,8736891,HXLB44996A,695631,Bharti Airtel,HXLB44996A,8940399,0,False,,,,,,,,ICICI Finance,125000,False,,,0.4711,False,False,0.1621,0.2694,0.8746,False,False,0.2836,False,0,1,14.4625,12.5711,13.179,6.1151,False,0.2561,False,Passed,False,0,Clean,False,False,Approved,805,0,Clean,Marathi,,False,2962d71a539f
SRS-2026-000242,23-09-2023,FY2022-23,Gujarat,NBFC,Retail_Salaried,Salaried_MNC,DSA,8,637,1870358,,,,,,,,,Ramesh Kumar,510655,HFXPK7894R,XXXX-XXXX-6894,Aadhaar,529322,668135916723043,18-08-2023,501559,YHHG66184Z,38902,Infosys Limited,YHHG66184Z,482331,2,False,,,,,,,,SBI Finance,28955,False,,,0.377,False,False,0.4415,0.3256,0.9316,False,False,0.2179,False,0,1,0.6291,2.8848,1.6764,,False,0.0248,False,Not_Applicable,,2,Clean,False,False,Approved,480,0,Clean,Gujarati,,False,73d5e6139975
SRS-2026-000243,07-09-2023,FY2021-22,Madhya Pradesh,PSB,MSME,Proprietor,DSA,9,442,14919034,Khasra,Madhya Pradesh,153/6,Pooja Verma,23682564,22527793,0,False,Pooja Verma,3986772,MBCPV6009R,XXXX-XXXX-8879,Voter_ID,4029957,934585356925354,03-06-2023,,,,,,3791509,2,False,10327308,23MBCPV6009R1Z9,False,15510000,15510000,3235000,262200600774029586,,,,Arjun Kulkarni,False,0.2343,False,False,0.6029,0.705,0.6993,False,False,0.1919,False,0,0,6.0968,14.6665,,5.5751,False,0.4853,False,Not_Applicable,,18,Clean,False,False,Approved,772,0,Clean,Hindi,,False,de3288382684
SRS-2022-000244,22-03-2026,FY2024-25,Jammu & Kashmir,NBFC,Retail_Salaried,Salaried_MNC,DSA,7,707,4786016,,,,,,,,,Reyansh Menon,2482445,SQLPM2590D,XXXX-XXXX-5754,Aadhaar,2485057,742400191914899,18-11-2025,2479115,ZXMS16575B,210574,Accenture India,ZXMS16575B,2751571,2,False,,,,,,,,PolyOculus Finance,74345,False,Shalini Patel,False,0.1086,False,True,0.3233,0.4956,0.8537,False,False,0.0854,False,0,2,10.0703,12.2119,3.8714,,False,0.2302,False,Not_Applicable,,22,Clean,False,False,Approved,920,0,Clean,Hindi,,False,7bed83e8839d
SRS-2024-000262,10-01-2023,FY2022-23,Rajasthan,Private_Bank,Retail_Salaried,Salaried_MNC,Branch,6,772,1856287,,,,,,,,,Kiran Kulkarni,528272,TMCPK6751B,XXXX-XXXX-9115,Aadhaar,514574,762899058547794,12-09-2022,534893,JDHZ98666D,46574,Reliance Industries,JDHZ98666D,545262,1,False,,,,,,,,SBI Finance,30911,False,,,0.5976,False,False,0.2324,0.2884,0.9469,False,False,0.2588,False,0,2,5.9573,13.2101,4.7015,,False,0.4112,False,Not_Applicable,,9,Clean,False,False,Approved,1468,0,Clean,Hindi,,False,6d455b61d915
SRS-2023-000285,30-11-2024,FY2022-23,Himachal Pradesh,NBFC,Housing_Finance,Salaried_MNC,Branch,8,775,25037635,Jamabandi,Himachal Pradesh,454/8C,Divya Yadav,29990253,30135718,0,False,Divya Yadav,6243966,CVOPY6064F,XXXX-XXXX-9785,Voter_ID,6116385,692186794298499,12-07-2024,6120503,CKRN64004J,511553,Reliance Industries,CKRN64004J,6711579,0,False,,,,,,,,PolyOculus Finance,125000,False,,,0.1593,False,False,0.6511,0.6509,0.89,False,False,0.3684,False,0,2,3.8093,8.8516,1.6603,0.8436,False,0.1276,False,Passed,False,16,Clean,False,False,Approved,1058,0,Clean,Hindi,,False,3c3acacf566a
SRS-2023-000286,16-01-2022,FY2021-22,Chhattisgarh,Private_Bank,Retail_Salaried,Salaried_Govt,Branch,8,664,3178360,,,,,,,,,Pooja Bose,1136237,KLUPB6502P,XXXX-XXXX-4440,Aadhaar,1129037,361392884664372,03-10-2021,1141548,URGS81751K,100294,HDFC Bank Ltd,URGS81751K,1111414,2,False,,,,,,,,SBI Finance,59276,False,Reyansh Nair,False,0.1656,False,False,0.0484,0.2407,0.8366,False,False,0.1624,False,0,2,6.7296,16.1392,9.0968,,False,0.1498,False,Not_Applicable,,2,Clean,False,False,Approved,559,0,Clean,Hindi,,False,1ca4e213264f
SRS-2025-000267,04-05-2026,FY2024-25,Jharkhand,PSB,Agricultural,Agricultural_Cultivator,Business_Correspondent,13,646,828813,Khatiyan,Jharkhand,30/11A,Vijay Deshmukh,2000000,1911116,1,False,Vijay Deshmukh,330444,DICPD8305P,XXXX-XXXX-1055,Aadhaar,,,,,,,,,333313,0,False,,,,,,,,,,,Kiran Singh,False,0.355,True,False,0.3554,0.4618,0.6894,True,False,0.2666,False,0,2,14.5617,7.8397,,9.2124,False,0.135,False,Passed,False,38,Low_Risk,False,False,Approved,5171,0,Clean,Hindi,,False,52020270bb12
SRS-2024-000263,02-06-2025,FY2024-25,Odisha,NBFC,MSME,Proprietor,DSA,9,595,19359373,,,,,,,,,Sanjay Bose,6543639,LOJPB9264Y,XXXX-XXXX-6120,Aadhaar,6837892,837199713119373,09-01-2025,,,,,,7042356,14,False,15552414,21LOJPB9264Y4ZW,False,12518000,12518000,5420000,267505299810438185,HDFC Finance,125000,False,,,0.6627,True,True,0.5627,0.5837,0.5383,False,False,0.2726,True,4,48,196.3856,31.8737,,,False,0.2357,False,Passed,False,78,High_Risk,True,False,Manual_Review,10157,1,Bank_Statement_Manipulation,English,,False,8103a784ec08
SRS-2024-000264,22-05-2022,FY2021-22,Madhya Pradesh,Small_Finance_Bank,Housing_Finance,Partnership_Firm,Branch,8,836,14652008,Khasra,Madhya Pradesh,783/1C,Aditya Nair,23205090,23197389,0,False,Aditya Nair,6562167,UONPN8729F,XXXX-XXXX-7171,Aadhaar,6501199,303093526495036,01-12-2021,,,,,,6542973,1,False,12762321,23UONPN8729F4ZF,False,13739000,13739000,6422000,269531557342859581,ICICI Finance,125000,False,,,0.2221,False,False,0.2852,0.2024,0.6874,False,False,0.3998,False,0,2,2.8162,2.1365,,16.062,False,0.1337,False,Passed,False,1,Clean,False,False,Approved,1179,0,Clean,Hindi,,False,df3649954973
SRS-2023-000287,15-06-2024,FY2022-23,Rajasthan,Private_Bank,Housing_Finance,Proprietor,DSA,9,825,20516722,Jamabandi,Rajasthan,236/10C,Kiran Nair,33433079,32929017,0,True,Kiran Nair,5819462,ZJOPN9231B,XXXX-XXXX-9444,PAN_Card,5634183,151531003450145,28-12-2023,,,,,,6031761,2,False,12655758,08ZJOPN9231B1ZY,False,21989000,21989000,4975000,265224286580382514,HDFC Finance,125000,False,Vikram Kulkarni,False,0.7204,False,True,0.7969,0.4748,0.2458,False,False,0.5428,True,4,13,10.8623,13.4845,,10.6638,False,0.3279,False,Failed,False,53,Low_Risk,False,True,Rejected,4817,1,Ownership_Chain_Manipulation,Hindi,Mutation records for property survey no. 236/10C show signs of ownership chain alteration. Cloned stamp/signature detected (cloned signature flag: True). Application referred for title verification.,True,ae1268f1c569
SRS-2026-000244,06-09-2025,FY2024-25,Punjab,Private_Bank,Retail_Salaried,Salaried_PSU,Mobile_App,6,675,6997212,,,,,,,,,Sunil Joshi,2249861,UTDPJ6826G,XXXX-XXXX-4197,Aadhaar,2299019,517278730903574,12-06-2025,2246587,YRLW93234A,188422,Tech Mahindra,YRLW93234A,2000966,2,False,,,,,,,,PolyOculus Finance,102454,False,Rahul Prasad,False,0.2151,False,False,0.5181,0.4341,0.726,False,False,0.2164,False,0,2,0.8841,11.3185,1.9221,,False,0.2773,False,Not_Applicable,,10,Clean,False,False,Approved,943,0,Clean,Hindi,,False,e32022aba02a
SRS-2024-000265,17-07-2022,FY2021-22,Uttar Pradesh,PSB,Retail_Salaried,Salaried_MNC,Branch,11,763,3037368,,,,,,,,,Shalini Prasad,848183,FMGPP0351R,XXXX-XXXX-3196,Passport,884064,102159247088658,19-02-2022,863477,GTLC95191U,71548,Mahindra & Mahindra,GTLC95191U,797873,1,False,,,,,,,,PolyOculus Finance,54854,False,Krishna Dutta,False,0.5302,True,False,0.7338,0.6924,0.1844,True,False,0.5334,False,3,18,17.594,8.5706,8.5601,,False,0.2912,False,Not_Applicable,,55,Low_Risk,False,False,Manual_Review,3043,1,Identity_Document_Fraud,Hindi,,False,1d41277e03e9
