application_id,lending_segment,borrower_name,declared_income_annual,itr_declared_income,itr_acknowledgement_no,form_16_gross_salary,form_16_employer_tan,salary_slip_gross_salary_monthly,salary_slip_employer_name,bank_statement_annual_credits,bank_statement_unusual_credits,gst_annual_turnover,gst_registration_number,gst_turnover_inconsistency_detected,nach_mandate_beneficiary_name,nach_mandate_authorized_amount,nach_mandate_alteration_detected,land_record_type,land_record_survey_no,land_record_owner_name,sale_deed_consideration_value,ec_registered_value,ec_liens_count,pdf_metadata_modification_delay_days,compression_anomaly_detected,cloned_signature_detected,font_substitution_detected,physical_coherence_anomaly_detected,ai_generation_score,double_pledge_detected,guarantor_name,guarantor_overcommitment_detected,document_primary_language,is_fraud,fraud_pattern,adverse_action_reason
APP20260292,Retail,Meena Mishra,1237202,1237202,456772090599038,1213776,WVHD89928B,101148,Mahindra & Mahindra,1203291,0,0,None,0,PolyOculus Finance,41459,0,None,None,None,0,0,0,1,0,0,0,0,0.0638,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260293,MSME,Priya Bose,3862715,3862715,376088030058117,0,None,0,None,3910770,0,5857691,94SLQAC0661FA3Y,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.1075,0,Pooja Mishra,0,English,0,clean,Application cleared all automated document checks.
APP20260294,Housing,Shalini Khan,1932744,1932744,920397403896064,1932744,QKJB34213Y,161062,ICICI Bank,1923663,0,0,None,0,PolyOculus Finance,80531,0,7/12 Extract,298/3D,Shalini Khan,6018645,6018645,0,2,0,0,0,0,0.1093,0,Reyansh Gupta,0,English,0,clean,Application cleared all automated document checks.
APP20260295,Housing,Amit Mishra,701808,701808,205094003979533,701808,JDRI85570Z,58484,Larsen & Toubro,707436,0,0,None,0,PolyOculus Finance,29242,0,7/12 Extract,899/1B,Amit Mishra,11837458,11837458,0,1,0,0,0,0,0.0994,0,Ramesh Mehta,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260296,Agricultural,Rajesh Kumar,865999,0,None,0,None,0,None,875325,0,0,None,0,None,0,0,Patta,996/9D,Rajesh Kumar,0,0,0,1,0,0,0,0,0.1176,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260297,Housing,Kaushik Kulkarni,2842152,2842152,732601648185970,2842152,CIYE23017I,236846,Tech Mahindra,2840541,0,0,None,0,PolyOculus Finance,118423,0,7/12 Extract,907/8A,Kaushik Kulkarni,37008677,14803471,0,3,0,0,1,0,0.0156,0,Mohammad Prasad,0,Hindi,1,valuation_inflation,"Adverse Action Recommended: Property valuation inflation detected. The consideration amount of ₹37,008,677 stated in the Sale Deed is significantly higher than the registered EC valuation of ₹14,803,471."
APP20260298,Retail,Diya Menon,1133735,1133735,630448909076511,1106052,JOWF86345O,92171,Infosys Limited,1093864,0,0,None,0,PolyOculus Finance,37868,0,None,None,None,0,0,0,1,0,0,0,0,0.0717,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260299,Retail,Aaradhya Kumar,810264,810264,947420146306393,799044,LMBW96260C,66587,HDFC Bank Ltd,797317,0,0,None,0,PolyOculus Finance,27634,0,None,None,None,0,0,0,3,0,0,0,0,0.056,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260300,Retail,Diya Khan,714103,714103,809371344616363,708072,AUPC66399X,59006,Mahindra & Mahindra,717095,0,0,None,0,Third Party Collector,24602,1,None,None,None,0,0,0,1,0,1,0,0,0.1038,0,None,0,Hindi,1,nach_manipulation,Adverse Action Recommended: NACH mandate alteration detected. The beneficiary name stated in the mandate has been altered post-signature.
APP20260301,MSME,Ritu Menon,3709018,3709018,279986650716762,0,None,0,None,3686512,0,6570251,95AVAXN8664NM3P,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0259,0,Yagyesh Patel,0,English,0,clean,Application cleared all automated document checks.
APP20260302,Retail,Aaradhya Kulkarni,573613,573613,426667990080091,555828,TQOQ58682Y,46319,Tech Mahindra,558902,0,0,None,0,Third Party Collector,19527,1,None,None,None,0,0,0,1,0,1,0,0,0.0874,0,None,0,Hindi,1,nach_manipulation,Adverse Action Recommended: NACH mandate alteration detected. The beneficiary name stated in the mandate has been altered post-signature.
APP20260303,Agricultural,Vikram Bhalerao,744761,0,None,0,None,0,None,742299,0,0,None,0,None,0,0,7/12 Extract,17/6A,Vikram Bhalerao,0,0,0,3,0,0,0,0,0.0678,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260304,Housing,Deepak Pillai,613068,613068,940138853992916,613068,VUPD69195N,51089,Reliance Industries,606330,0,0,None,0,PolyOculus Finance,25544,0,7/12 Extract,830/3D,Deepak Pillai,13912240,13912240,0,3,0,0,0,0,0.1043,0,Mohammad Gowda,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260305,Housing,Kiran Singh,893376,893376,007165950796716,893376,FFVS83200E,74448,Godrej Industries,884134,0,0,None,0,PolyOculus Finance,37224,0,7/12 Extract,603/2,Kiran Singh,31775872,12710349,0,2,0,0,1,0,0.0385,0,Pooja Yadav,0,English,1,valuation_inflation,"Adverse Action Recommended: Property valuation inflation detected. The consideration amount of ₹31,775,872 stated in the Sale Deed is significantly higher than the registered EC valuation of ₹12,710,349."
APP20260306,Housing,Suresh Gupta,1736856,1736856,921744624864129,1736856,RQWD33950Q,144738,Mahindra & Mahindra,1735195,0,0,None,0,PolyOculus Finance,72369,0,7/12 Extract,207/10,Suresh Gupta,4040002,4040002,0,0,0,0,0,0,0.0792,0,Meena Sharma,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260307,MSME,Anil Menon,2119973,2119973,010612107648499,0,None,0,None,2102753,0,2763969,68HKPTI7948NVJL,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0261,0,Reyansh Yadav,0,English,0,clean,Application cleared all automated document checks.
APP20260308,MSME,Shalini Kulkarni,839104,839104,489246895318412,0,None,0,None,817308,0,1337676,37DIAIM7853THHU,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.1357,0,Kavitha Bhalerao,0,English,0,clean,Application cleared all automated document checks.
APP20260309,Agricultural,Shalini Gowda,563397,0,None,0,None,0,None,546651,0,0,None,0,None,0,0,7/12 Extract,335/6A,Shalini Gowda,0,0,0,3,0,0,0,0,0.1055,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260310,Retail,Aditya Reddy,1017771,1017771,652007504190553,1012164,AMVK33307P,84347,Aditya Birla Group,998706,0,0,None,0,PolyOculus Finance,34738,0,None,None,None,0,0,0,3,0,0,0,0,0.0267,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260311,Retail,Ritu Menon,1795121,1795121,128198720788506,1774872,BWBB32673W,147906,Wipro Technologies,1764386,0,0,None,0,PolyOculus Finance,60162,0,None,None,None,0,0,0,82,1,0,0,0,0.9748,0,None,0,Hindi,1,ai_generated_document,Adverse Action Recommended: AI-Generated Document detected. Salary slips exhibit statistical image frequency noise consistent with text-to-image generator engines.
APP20260312,Retail,Fatima Naidu,697236,697236,442740773826860,678300,MFRM34387Q,56525,ICICI Bank,688219,0,0,None,0,PolyOculus Finance,23610,0,None,None,None,0,0,0,0,0,0,0,0,0.083,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260313,MSME,Sunita Patel,3350465,3350465,346240469514110,0,None,0,None,3360869,0,4396540,06LGYCL1550INBN,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.0406,0,Aaradhya Kumar,0,English,0,clean,Application cleared all automated document checks.
APP20260314,Retail,Suresh Yadav,1093382,1093382,466920020126731,1076388,TWGF73257D,89699,Wipro Technologies,1077878,0,0,None,0,PolyOculus Finance,36879,0,None,None,None,0,0,0,2,0,0,0,0,0.0841,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260315,MSME,Ramesh Joshi,3086320,3086320,810431206859542,0,None,0,None,3050657,0,15148964,06HFNTU0834L9JR,1,None,0,0,None,None,None,0,0,0,0,0,0,1,0,0.0333,0,Karan Banerjee,0,English,1,gst_manipulation,"Adverse Action Recommended: GST turnover inconsistency. Declared GST annual turnover of ₹15,148,964 contradicts verified ITR receipts of ₹3,086,320."
APP20260316,Housing,Yagyesh Khan,2757288,2757288,561429305642093,2757288,CHQO99819L,229774,ICICI Bank,2760101,0,0,None,0,PolyOculus Finance,114887,0,7/12 Extract,437/5B,Yagyesh Khan,11884260,11884260,0,3,0,0,0,0,0.0258,0,Amit Verma,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260317,Housing,Swati Patel,2382564,2382564,972946419663270,2382564,BHPB34602L,198547,HDFC Bank Ltd,2389013,0,0,None,0,PolyOculus Finance,99273,0,7/12 Extract,991/9A,Swati Patel,13162317,13162317,0,3,0,0,0,0,0.1213,1,Sai Choudhury,0,Hindi,1,double_pledging,Adverse Action Recommended: Asset double-pledging. This property identifier is already registered as security under another active housing loan.
APP20260318,MSME,Aaradhya Prasad,569582,569582,438649023356356,0,None,0,None,545731,0,768942,41HHYLE7805WL7Z,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.0507,0,Pooja Kulkarni,0,English,0,clean,Application cleared all automated document checks.
APP20260319,Retail,Diya Banerjee,683112,366681,476325155273408,341556,WLBB86302P,56926,Mahindra & Mahindra,337412,0,0,None,0,PolyOculus Finance,12385,0,None,None,None,0,0,0,0,1,0,1,0,0.1378,0,None,0,English,1,income_inflation,"Adverse Action Recommended: Semantic mismatch detected. Declared annual salary slips project ₹683,112 gross income, but bank statement salary credits annualized show only ₹337,412."
APP20260320,MSME,Geeta Mehta,1598350,1598350,339046106102484,0,None,0,None,1555644,0,2806105,24EGWGP4611AG3X,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0291,0,Ramesh Khan,0,English,0,clean,Application cleared all automated document checks.
APP20260321,MSME,Neha Chatterjee,1139025,1139025,946361440450368,0,None,0,None,1170273,0,1670593,93DWLAE5829QOCX,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0505,0,Vikram Gowda,0,English,0,clean,Application cleared all automated document checks.
APP20260322,Housing,Pooja Choudhury,2998956,2998956,690849617562655,2998956,PVBA72646K,249913,HCL Technologies,2996542,0,0,None,0,PolyOculus Finance,124956,0,7/12 Extract,837/12A,Pooja Choudhury,14947704,14947704,0,1,0,0,0,0,0.049,0,Reyansh Singh,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260323,Retail,Arjun Verma,1656477,1656477,076893639512422,1631904,EVVE56628A,135992,ICICI Bank,1642279,0,0,None,0,PolyOculus Finance,55396,0,None,None,None,0,0,0,2,0,0,0,0,0.026,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260324,Agricultural,Yagyesh Singh,888419,0,None,0,None,0,None,891781,0,0,None,0,None,0,0,Patta,594/8D,Yagyesh Singh,0,0,0,3,0,0,0,0,0.0366,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260325,MSME,Arjun Banerjee,894480,894480,515140508283381,0,None,0,None,882237,0,1113507,58YNKBS1492ABPH,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0976,0,Vihaan Mehta,0,English,0,clean,Application cleared all automated document checks.
APP20260326,Housing,Vihaan Rao,2373732,2373732,977099560592005,2373732,QLHW90078R,197811,Aditya Birla Group,2376163,0,0,None,0,PolyOculus Finance,98905,0,7/12 Extract,710/12,Vihaan Rao,13441075,13441075,0,3,0,0,0,0,0.0202,0,Kiran Chatterjee,0,English,0,clean,Application cleared all automated document checks.
APP20260327,Retail,Krishna Deshmukh,496138,496138,169339200478508,481788,WGBB42368J,40149,Wipro Technologies,486649,0,0,None,0,PolyOculus Finance,17059,0,None,None,None,0,0,0,3,0,0,0,0,0.0869,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260328,Agricultural,Arjun Gupta,611975,0,None,0,None,0,None,621042,0,0,None,0,None,0,0,Patta,516/12B,Arjun Gupta,0,0,0,2,0,0,0,0,0.1414,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260329,Housing,Kiran Nair,1441584,1441584,351349409853517,1441584,UAGL79082S,120132,Larsen & Toubro,1441427,0,0,None,0,PolyOculus Finance,60066,0,7/12 Extract,71/5D,Kiran Nair,3417562,3417562,0,1,0,0,0,0,0.0838,0,Priya Chatterjee,0,English,0,clean,Application cleared all automated document checks.
APP20260330,Retail,Fatima Verma,611700,611700,403530689985738,590076,LLST01376R,49173,Tech Mahindra,588964,0,0,None,0,PolyOculus Finance,20669,0,None,None,None,0,0,0,1,0,0,0,0,0.0388,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260331,Retail,Pooja Bose,333077,333077,790253363678615,323880,IGEM44948G,26990,Larsen & Toubro,310799,0,0,None,0,PolyOculus Finance,11796,0,None,None,None,0,0,0,1,0,0,0,0,0.0285,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260332,Housing,Arjun Banerjee,1468668,1468668,242186261543529,1468668,ZZAV85021Q,122389,Tech Mahindra,1462376,0,0,None,0,PolyOculus Finance,61194,0,7/12 Extract,89/4A,Arjun Banerjee,10573753,10573753,0,1,0,0,0,0,0.0461,0,Sandeep Prasad,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260333,Retail,Arjun Gowda,525845,525845,373464961099068,525036,NUNP32807M,43753,HCL Technologies,531309,0,0,None,0,PolyOculus Finance,18501,0,None,None,None,0,0,0,3,0,0,0,0,0.1326,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260334,MSME,Shalini Khan,1317054,1317054,850454282227347,0,None,0,None,1282181,0,8512612,49KCOBJ4272E7I6,1,None,0,0,None,None,None,0,0,0,3,0,0,1,0,0.0855,0,Divya Naidu,0,English,1,gst_manipulation,"Adverse Action Recommended: GST turnover inconsistency. Declared GST annual turnover of ₹8,512,612 contradicts verified ITR receipts of ₹1,317,054."
APP20260335,Housing,Yagyesh Joshi,1924416,1924416,514811414774188,1924416,AEBN53416H,160368,Mahindra & Mahindra,1924029,0,0,None,0,PolyOculus Finance,80184,0,7/12 Extract,354/6D,Yagyesh Joshi,3996986,3996986,0,0,0,0,0,0,0.0214,0,Kavitha Yadav,0,English,0,clean,Application cleared all automated document checks.
APP20260336,Agricultural,Arjun Bose,756687,0,None,0,None,0,None,767954,0,0,None,0,None,0,0,7/12 Extract,655/8C,Arjun Bose,0,0,0,2,0,0,0,0,0.143,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260337,MSME,Divya Pillai,365294,365294,536345590235858,0,None,0,None,371221,0,500874,37YBYWT4283LKEJ,0,None,0,0,None,None,None,0,0,0,0,0,0,0,0,0.0313,0,Fatima Rao,0,English,0,clean,Application cleared all automated document checks.
APP20260338,Housing,Vijay Yadav,2696412,2696412,205515085148329,2696412,LLDL97918P,224701,HDFC Bank Ltd,2689258,0,0,None,0,PolyOculus Finance,112350,0,7/12 Extract,295/12,Vijay Yadav,4295425,4295425,0,0,0,0,0,0,0.1394,0,Vikram Bhalerao,0,English,0,clean,Application cleared all automated document checks.
APP20260339,MSME,Arjun Joshi,2616162,2616162,476068017515869,0,None,0,None,2648381,0,3151905,13YRGDV7218Q40A,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.081,0,Arjun Chatterjee,0,English,0,clean,Application cleared all automated document checks.
APP20260340,MSME,Suresh Verma,3490105,3490105,623598886465522,0,None,0,None,3539059,0,5787857,44GLEYR3318Z5VY,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.1063,0,Vivaan Nair,0,English,0,clean,Application cleared all automated document checks.
APP20260341,MSME,Diya Verma,2964375,2964375,484204260428571,0,None,0,None,2994761,0,4643547,15YAJUI3700GNHF,0,None,0,0,None,None,None,0,0,0,2,0,0,0,0,0.0466,0,Meena Patil,0,English,0,clean,Application cleared all automated document checks.
APP20260342,MSME,Kaushik Bhalerao,3080841,3080841,452087557020660,0,None,0,None,3129133,0,3925563,76DTHCB7740RVF0,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.1375,0,Ananya Kumar,0,English,0,clean,Application cleared all automated document checks.
APP20260343,Housing,Sandeep Deshmukh,2043588,2043588,226420954952043,2043588,JOCF93235U,170299,HDFC Bank Ltd,2044481,0,0,None,0,PolyOculus Finance,85149,0,7/12 Extract,839/11,Sandeep Deshmukh,4412081,4412081,0,0,0,0,0,0,0.0523,0,Reyansh Mishra,0,English,0,clean,Application cleared all automated document checks.
APP20260344,Retail,Divya Rao,1297109,1297109,475272331354067,1269648,UOIQ37589C,105804,Infosys Limited,1268597,0,0,None,0,PolyOculus Finance,43321,0,None,None,None,0,0,0,0,0,0,0,0,0.0298,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260345,Agricultural,Ramesh Khan,1039574,0,None,0,None,0,None,1052026,0,0,None,0,None,0,0,7/12 Extract,900/2,Ramesh Khan,0,0,0,0,0,0,0,0,0.0333,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260346,Retail,Krishna Bose,1533480,770592,429656361526752,766740,MYYS81580N,127790,Wipro Technologies,756666,0,0,None,0,PolyOculus Finance,26558,0,None,None,None,0,0,0,3,1,0,1,0,0.0659,0,None,0,Hindi,1,income_inflation,"Adverse Action Recommended: Semantic mismatch detected. Declared annual salary slips project ₹1,533,480 gross income, but bank statement salary credits annualized show only ₹756,666."
APP20260347,Housing,Amit Kumar,1641336,1641336,065068301294737,1641336,YOQF51215E,136778,HCL Technologies,1648451,0,0,None,0,PolyOculus Finance,68389,0,7/12 Extract,670/7B,Amit Kumar,11853545,11853545,0,0,0,0,0,0,0.0853,0,Shalini Dutta,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260348,Retail,Anil Singh,643420,643420,961400918443723,640428,USJV30621U,53369,HDFC Bank Ltd,648737,0,0,None,0,PolyOculus Finance,22347,0,None,None,None,0,0,0,0,0,0,0,0,0.1197,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260349,Retail,Ritu Choudhury,1206983,1206983,430346725993170,1177500,LNAI03296B,98125,Godrej Industries,1171509,0,0,None,0,PolyOculus Finance,40250,0,None,None,None,0,0,0,2,0,0,0,0,0.106,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260350,Housing,Sunil Gowda,695712,695712,899644878008178,695712,DKVB60059G,57976,Godrej Industries,686258,0,0,None,0,PolyOculus Finance,28988,0,7/12 Extract,867/11B,Sunil Gowda,7581192,7581192,0,0,0,0,0,0,0.146,0,Ramesh Prasad,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260351,Agricultural,Ananya Deshmukh,511937,0,None,0,None,0,None,520995,0,0,None,0,None,0,0,Patta,756/5,Ananya Deshmukh,0,0,0,0,0,0,0,0,0.0191,1,None,0,Tamil,1,double_pledging,Adverse Action Recommended: Double-pledging detected. The survey number 756/5 is currently pledged as active collateral in another live loan application.
APP20260352,MSME,Sunita Deshmukh,327048,327048,351480909103601,0,None,0,None,278416,0,435142,30SGVQX1710WKKU,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.0989,0,Diya Rao,0,English,0,clean,Application cleared all automated document checks.
APP20260353,Housing,Amit Singh,1982856,1982856,245364680835273,1982856,VUFS58707I,165238,Reliance Industries,1988181,0,0,None,0,PolyOculus Finance,82619,0,7/12 Extract,42/2D,Amit Singh,6376268,6376268,0,2,0,0,0,0,0.0463,0,Suresh Chatterjee,0,English,0,clean,Application cleared all automated document checks.
APP20260354,Housing,Karan Prasad,706476,706476,313914391315746,706476,PSTM27644B,58873,Reliance Industries,713088,0,0,None,0,PolyOculus Finance,29436,0,7/12 Extract,441/7B,Karan Prasad,3809511,3809511,0,3,0,0,0,0,0.1022,1,Shalini Patil,0,Marathi,1,double_pledging,Adverse Action Recommended: Asset double-pledging. This property identifier is already registered as security under another active housing loan.
APP20260355,MSME,Deepak Yadav,1470623,1470623,139937841018302,0,None,0,None,2170908,1,2149946,71OUAEC5324M3Z1,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.1432,0,Reyansh Patil,0,English,1,unusual_credits,"Adverse Action Recommended: Circular trading and artificial balance padding detected. Bank statement logs reveal repetitive, round-number credits from related entities."
APP20260356,Retail,Sandeep Nair,1142432,1142432,369081235053024,1140084,BHCJ11364I,95007,Larsen & Toubro,1130966,0,0,None,0,PolyOculus Finance,39002,0,None,None,None,0,0,0,3,0,0,0,0,0.0936,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260357,Agricultural,Pooja Bhalerao,487397,0,None,0,None,0,None,488304,0,0,None,0,None,0,0,Patta,681/7,Pooja Bhalerao,0,0,0,0,0,0,0,0,0.0585,1,None,0,Tamil,1,double_pledging,Adverse Action Recommended: Double-pledging detected. The survey number 681/7 is currently pledged as active collateral in another live loan application.
APP20260358,Retail,Pooja Sharma,1367279,1367279,404718957789114,1354116,TWCA97256O,112843,Larsen & Toubro,1340706,0,0,None,0,PolyOculus Finance,46137,0,None,None,None,0,0,0,3,0,0,0,0,0.1015,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260359,Agricultural,Ritu Banerjee,771059,0,None,0,None,0,None,752601,0,0,None,0,None,0,0,7/12 Extract,268/7B,Ritu Banerjee,0,0,0,2,0,0,0,0,0.017,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260360,MSME,Kaushik Kulkarni,3023215,3023215,201753151148346,0,None,0,None,3069249,0,5116160,50IAPSV1573U0PA,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0125,0,Vijay Bose,0,English,0,clean,Application cleared all automated document checks.
APP20260361,Agricultural,Aaradhya Patel,661185,0,None,0,None,0,None,644385,0,0,None,0,None,0,0,7/12 Extract,640/9D,Aaradhya Patel,0,0,0,1,0,0,0,0,0.0899,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260362,Retail,Anil Dutta,1408983,1408983,150312027624760,1383480,FSFP76445R,115290,Larsen & Toubro,1384064,0,0,None,0,PolyOculus Finance,47116,0,None,None,None,0,0,0,3,0,0,0,0,0.0485,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260363,Housing,Vikram Pillai,2935920,2935920,451346504907537,2935920,LMEP65477J,244660,State Bank of India,2942001,0,0,None,0,PolyOculus Finance,122330,0,7/12 Extract,394/9A,Vikram Pillai,5937924,5937924,0,26,0,1,0,0,0.0312,0,Priya Yadav,0,English,1,encumbrance_suppression,"Adverse Action Recommended: Encumbrance certificate manipulation. Submitted EC lists 0 active charges, but registry verification shows active mortgages registered against the property."
APP20260364,Agricultural,Shalini Nair,606660,0,None,0,None,0,None,614065,0,0,None,0,None,0,0,7/12 Extract,573/7B,Shalini Nair,0,0,0,1,0,0,0,0,0.1311,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260365,Housing,Sandeep Dutta,2689500,2689500,897353844849125,2689500,IMEX36946T,224125,Reliance Industries,2684040,0,0,None,0,PolyOculus Finance,112062,0,7/12 Extract,644/9,Sandeep Dutta,12229170,12229170,0,2,0,0,0,0,0.0982,0,Kavitha Prasad,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260366,Agricultural,Sandeep Yadav,197646,0,None,0,None,0,None,217055,0,0,None,0,None,0,0,7/12 Extract,710/2B,Sandeep Yadav,0,0,0,1,0,0,0,0,0.0333,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260367,Retail,Kiran Khan,568824,568824,381993282426979,553824,NCPI91490B,46152,Godrej Industries,561003,0,0,None,0,PolyOculus Finance,19460,0,None,None,None,0,0,0,1,0,0,0,0,0.129,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260368,Retail,Priya Gupta,1712857,1712857,576974808870396,1689396,LUCW75773V,140783,ICICI Bank,1679047,0,0,None,0,PolyOculus Finance,57313,0,None,None,None,0,0,0,3,0,0,0,0,0.1441,0,None,0,English,0,clean,Application cleared all automated document checks.
APP20260369,MSME,Vijay Patel,2764020,2764020,477736342201508,0,None,0,None,945204,0,1306123,29EQMLH7612MJI4,0,None,0,0,None,None,None,0,0,0,31,0,0,1,0,0.0999,0,Divya Nair,0,English,1,income_inflation,"Adverse Action Recommended: Income inflation detected. Extracted ITR-V filing reports ₹2,764,020 net taxable income, while verified bank ledger credits total only ₹945,204."
APP20260370,Housing,Sunita Bose,1136052,1136052,965553968443602,1136052,FDPS11456A,94671,Mahindra & Mahindra,1143226,0,0,None,0,PolyOculus Finance,47335,0,7/12 Extract,769/4B,Sunita Bose,14578585,5831434,0,3,0,0,1,0,0.0768,0,Aditya Patil,0,Marathi,1,valuation_inflation,"Adverse Action Recommended: Property valuation inflation detected. The consideration amount of ₹14,578,585 stated in the Sale Deed is significantly higher than the registered EC valuation of ₹5,831,434."
APP20260371,Agricultural,Sunil Mishra,670034,0,None,0,None,0,None,666070,0,0,None,0,None,0,0,Patta,467/10D,Sunil Mishra,0,0,0,0,0,0,0,0,0.1459,0,None,0,Tamil,0,clean,Application cleared all automated document checks.
APP20260372,MSME,Sanjay Rao,2529384,2529384,501809502554573,0,None,0,None,2562471,0,3146130,44MCPPH0497O1H3,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0348,0,Swati Dutta,0,English,0,clean,Application cleared all automated document checks.
APP20260373,Agricultural,Vijay Dutta,1163510,0,None,0,None,0,None,1177208,0,0,None,0,None,0,0,7/12 Extract,656/3B,Vijay Dutta,0,0,0,3,0,0,0,0,0.0942,0,None,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260374,Housing,Vijay Menon,2732304,2732304,534994394104394,2732304,QOEU72535D,227692,Godrej Industries,2732136,0,0,None,0,PolyOculus Finance,113846,0,7/12 Extract,225/10A,Vijay Menon,12226160,12226160,0,1,0,0,0,0,0.0578,0,Sandeep Singh,0,English,0,clean,Application cleared all automated document checks.
APP20260375,MSME,Ramesh Yadav,4632433,4632433,967729483133744,0,None,0,None,4634015,0,7678800,09BKQDL2826IKNL,0,None,0,0,None,None,None,0,0,0,1,0,0,0,0,0.0556,0,Priya Joshi,0,English,0,clean,Application cleared all automated document checks.
APP20260376,MSME,Anil Yadav,1196193,1196193,017959973972950,0,None,0,None,1153548,0,1894503,23YCDTI7411JUUP,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.1299,0,Sandeep Prasad,0,English,0,clean,Application cleared all automated document checks.
APP20260377,Housing,Kiran Khan,1041864,1041864,707738948144367,1041864,GTAD43405Q,86822,ICICI Bank,1032394,0,0,None,0,PolyOculus Finance,43411,0,7/12 Extract,457/1D,Kiran Khan,11491115,11491115,0,2,0,0,0,0,0.1065,0,Sandeep Bhalerao,0,Marathi,0,clean,Application cleared all automated document checks.
APP20260378,Housing,Arjun Bose,2356224,2356224,757809697742487,2356224,QBQI56840S,196352,HDFC Bank Ltd,2346432,0,0,None,0,PolyOculus Finance,98176,0,7/12 Extract,858/7,Arjun Bose,12463777,12463777,0,0,0,0,0,0,0.0891,0,Aarav Rao,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260379,Housing,Rajesh Prasad,2656080,2656080,675388172106875,2656080,YIIF23429G,221340,HCL Technologies,2657723,0,0,None,0,PolyOculus Finance,110670,0,7/12 Extract,150/8,Rajesh Prasad,2457958,2457958,0,2,0,0,0,0,0.0845,0,Priya Sharma,0,Hindi,0,clean,Application cleared all automated document checks.
APP20260380,MSME,Priya Verma,1966294,1966294,238019717146731,0,None,0,None,1928194,0,3303127,32CLAUK8398N8XI,0,None,0,0,None,None,None,0,0,0,3,0,0,0,0,0.0714,0,Sai Gowda,0,English,0,clean,Application cleared all automated document checks.
APP20260381,Retail,Neha Sharma,1721960,1721960,081051405272684,1711368,ENDV63970G,142614,HDFC Bank Ltd,1709594,0,0,None,0,PolyOculus Finance,58045,0,None,None,None,0,0,0,2,0,0,0,0,0.1121,0,None,0,Hindi,0,clean,Application cleared all automated document checks.
